year,variable,value,desc
2019,a2_active,.l,Logical skip
2020,a2_active,.l,Logical skip
2021,a2_active,.l,Logical skip
2022,a2_active,.l,Logical skip
2017,a2_active,.m,No valid response
2018,a2_active,.m,No valid response
2019,a2_active,.m,No valid response
2020,a2_active,.m,No valid response
2021,a2_active,.m,No valid response
2022,a2_active,.m,No valid response
2017,a2_active,.n,Not in universe
2018,a2_active,.n,Not in universe
2019,a2_active,.n,Not in universe
2020,a2_active,.n,Not in universe
2021,a2_active,.n,Not in universe
2022,a2_active,.n,Not in universe
2017,a2_active,1,Never served in the military
2018,a2_active,1,Never served in the military
2019,a2_active,1,Never served in the military
2020,a2_active,1,Never served in the military
2021,a2_active,1,Never served in the military
2022,a2_active,1,Never served in the military
2017,a2_active,2,Only on active duty for training in the Reserves or National Guard
2018,a2_active,2,Only on active duty for training in the Reserves or National Guard
2019,a2_active,2,Only on active duty for training in the Reserves or National Guard
2020,a2_active,2,Only on active duty for training in the Reserves or National Guard
2021,a2_active,2,Only on active duty for training in the Reserves or National Guard
2022,a2_active,2,Only on active duty for training in the Reserves or National Guard
2017,a2_active,3,Now on active duty
2018,a2_active,3,Now on active duty
2019,a2_active,3,Now on active duty
2020,a2_active,3,Now on active duty
2021,a2_active,3,Now on active duty
2022,a2_active,3,Now on active duty
2017,a2_active,4,"On active duty in the past, but not now"
2018,a2_active,4,"On active duty in the past, but not now"
2019,a2_active,4,"On active duty in the past, but not now"
2020,a2_active,4,"On active duty in the past, but not now"
2021,a2_active,4,"On active duty in the past, but not now"
2022,a2_active,4,"On active duty in the past, but not now"
2017,a2_age,.d,Suppressed for confidentiality
2018,a2_age,.d,Suppressed for confidentiality
2019,a2_age,.d,Suppressed for confidentiality
2020,a2_age,.d,Suppressed for confidentiality
2021,a2_age,.d,Suppressed for confidentiality
2022,a2_age,.d,Suppressed for confidentiality
2017,a2_age,.l,Logical skip
2018,a2_age,.l,Logical skip
2019,a2_age,.l,Logical skip
2020,a2_age,.l,Logical skip
2021,a2_age,.l,Logical skip
2022,a2_age,.l,Logical skip
2017,a2_age,.m,No valid response
2018,a2_age,.m,No valid response
2019,a2_age,.m,No valid response
2020,a2_age,.m,No valid response
2021,a2_age,.m,No valid response
2022,a2_age,.m,No valid response
2017,a2_age,.n,Not in universe
2018,a2_age,.n,Not in universe
2019,a2_age,.n,Not in universe
2020,a2_age,.n,Not in universe
2021,a2_age,.n,Not in universe
2022,a2_age,.n,Not in universe
2016,a2_age,75,75 or older
2017,a2_age,75,75 or older
2018,a2_age,75,75 or older
2019,a2_age,75,75 or older
2020,a2_age,75,75 or older
2021,a2_age,75,75 or older
2022,a2_age,75,75 or older
2016,a2_born,.d,Suppressed for confidentiality
2017,a2_born,.d,Suppressed for confidentiality
2018,a2_born,.d,Suppressed for confidentiality
2019,a2_born,.d,Suppressed for confidentiality
2020,a2_born,.d,Suppressed for confidentiality
2021,a2_born,.d,Suppressed for confidentiality
2022,a2_born,.d,Suppressed for confidentiality
2016,a2_born,.l,Logical skip
2017,a2_born,.l,Logical skip
2018,a2_born,.l,Logical skip
2019,a2_born,.l,Logical skip
2020,a2_born,.l,Logical skip
2021,a2_born,.l,Logical skip
2022,a2_born,.l,Logical skip
2016,a2_born,.m,No valid response
2017,a2_born,.m,No valid response
2018,a2_born,.m,No valid response
2019,a2_born,.m,No valid response
2020,a2_born,.m,No valid response
2021,a2_born,.m,No valid response
2022,a2_born,.m,No valid response
2016,a2_born,.n,Not in universe
2017,a2_born,.n,Not in universe
2018,a2_born,.n,Not in universe
2019,a2_born,.n,Not in universe
2020,a2_born,.n,Not in universe
2021,a2_born,.n,Not in universe
2022,a2_born,.n,Not in universe
2016,a2_born,1,In the United States
2017,a2_born,1,In the United States
2018,a2_born,1,In the United States
2019,a2_born,1,In the United States
2020,a2_born,1,In the United States
2021,a2_born,1,In the United States
2022,a2_born,1,In the United States
2016,a2_born,2,Outside of the United States
2017,a2_born,2,Outside of the United States
2018,a2_born,2,Outside of the United States
2019,a2_born,2,Outside of the United States
2020,a2_born,2,Outside of the United States
2021,a2_born,2,Outside of the United States
2022,a2_born,2,Outside of the United States
2017,a2_deplstat,.d,Suppressed for confidentiality
2018,a2_deplstat,.d,Suppressed for confidentiality
2019,a2_deplstat,.d,Suppressed for confidentiality
2020,a2_deplstat,.d,Suppressed for confidentiality
2021,a2_deplstat,.d,Suppressed for confidentiality
2022,a2_deplstat,.d,Suppressed for confidentiality
2017,a2_deplstat,.l,Logical skip
2018,a2_deplstat,.l,Logical skip
2019,a2_deplstat,.l,Logical skip
2020,a2_deplstat,.l,Logical skip
2021,a2_deplstat,.l,Logical skip
2022,a2_deplstat,.l,Logical skip
2017,a2_deplstat,.m,No valid response
2018,a2_deplstat,.m,No valid response
2019,a2_deplstat,.m,No valid response
2020,a2_deplstat,.m,No valid response
2021,a2_deplstat,.m,No valid response
2022,a2_deplstat,.m,No valid response
2017,a2_deplstat,.n,Not in universe
2018,a2_deplstat,.n,Not in universe
2019,a2_deplstat,.n,Not in universe
2020,a2_deplstat,.n,Not in universe
2021,a2_deplstat,.n,Not in universe
2022,a2_deplstat,.n,Not in universe
2017,a2_deplstat,1,Yes
2018,a2_deplstat,1,Yes
2019,a2_deplstat,1,Yes
2020,a2_deplstat,1,Yes
2021,a2_deplstat,1,Yes
2022,a2_deplstat,1,Yes
2017,a2_deplstat,2,No
2018,a2_deplstat,2,No
2019,a2_deplstat,2,No
2020,a2_deplstat,2,No
2021,a2_deplstat,2,No
2022,a2_deplstat,2,No
2020,a2_employed,.d,Suppressed for confidentiality
2021,a2_employed,.d,Suppressed for confidentiality
2022,a2_employed,.d,Suppressed for confidentiality
2020,a2_employed,.l,Logical skip
2021,a2_employed,.l,Logical skip
2022,a2_employed,.l,Logical skip
2020,a2_employed,.m,No valid response
2021,a2_employed,.m,No valid response
2022,a2_employed,.m,No valid response
2020,a2_employed,.n,Not in universe
2021,a2_employed,.n,Not in universe
2022,a2_employed,.n,Not in universe
2020,a2_employed,1,Employed full-time
2021,a2_employed,1,Employed full-time
2022,a2_employed,1,Employed full-time
2020,a2_employed,2,Employed part-time
2021,a2_employed,2,Employed part-time
2022,a2_employed,2,Employed part-time
2020,a2_employed,3,Working WITHOUT pay
2021,a2_employed,3,Working WITHOUT pay
2022,a2_employed,3,Working WITHOUT pay
2020,a2_employed,4,Not employed but looking for work
2021,a2_employed,4,Not employed but looking for work
2022,a2_employed,4,Not employed but looking for work
2020,a2_employed,5,Not employed but not looking for work
2021,a2_employed,5,Not employed but not looking for work
2022,a2_employed,5,Not employed but not looking for work
2016,a2_grade,.d,Suppressed for confidentiality
2017,a2_grade,.d,Suppressed for confidentiality
2018,a2_grade,.d,Suppressed for confidentiality
2019,a2_grade,.d,Suppressed for confidentiality
2020,a2_grade,.d,Suppressed for confidentiality
2021,a2_grade,.d,Suppressed for confidentiality
2022,a2_grade,.d,Suppressed for confidentiality
2016,a2_grade,.l,Logical skip
2017,a2_grade,.l,Logical skip
2018,a2_grade,.l,Logical skip
2019,a2_grade,.l,Logical skip
2020,a2_grade,.l,Logical skip
2021,a2_grade,.l,Logical skip
2022,a2_grade,.l,Logical skip
2016,a2_grade,.m,No valid response
2017,a2_grade,.m,No valid response
2018,a2_grade,.m,No valid response
2019,a2_grade,.m,No valid response
2020,a2_grade,.m,No valid response
2021,a2_grade,.m,No valid response
2022,a2_grade,.m,No valid response
2016,a2_grade,.n,Not in universe
2017,a2_grade,.n,Not in universe
2018,a2_grade,.n,Not in universe
2019,a2_grade,.n,Not in universe
2020,a2_grade,.n,Not in universe
2021,a2_grade,.n,Not in universe
2022,a2_grade,.n,Not in universe
2016,a2_grade,1,8th grade or less
2017,a2_grade,1,8th grade or less
2018,a2_grade,1,8th grade or less
2019,a2_grade,1,8th grade or less
2020,a2_grade,1,8th grade or less
2021,a2_grade,1,8th grade or less
2022,a2_grade,1,8th grade or less
2016,a2_grade,2,9th-12th grade; No diploma
2017,a2_grade,2,9th-12th grade; No diploma
2018,a2_grade,2,9th-12th grade; No diploma
2019,a2_grade,2,9th-12th grade; No diploma
2020,a2_grade,2,9th-12th grade; No diploma
2021,a2_grade,2,9th-12th grade; No diploma
2022,a2_grade,2,9th-12th grade; No diploma
2016,a2_grade,3,High School Graduate or GED Completed
2017,a2_grade,3,High School Graduate or GED Completed
2018,a2_grade,3,High School Graduate or GED Completed
2019,a2_grade,3,High School Graduate or GED Completed
2020,a2_grade,3,High School Graduate or GED Completed
2021,a2_grade,3,High School Graduate or GED Completed
2022,a2_grade,3,High School Graduate or GED Completed
2016,a2_grade,4,"Completed a vocational, trade, or business school program"
2017,a2_grade,4,"Completed a vocational, trade, or business school program"
2018,a2_grade,4,"Completed a vocational, trade, or business school program"
2019,a2_grade,4,"Completed a vocational, trade, or business school program"
2020,a2_grade,4,"Completed a vocational, trade, or business school program"
2021,a2_grade,4,"Completed a vocational, trade, or business school program"
2022,a2_grade,4,"Completed a vocational, trade, or business school program"
2016,a2_grade,5,"Some College Credit, but No Degree"
2017,a2_grade,5,"Some College Credit, but No Degree"
2018,a2_grade,5,"Some College Credit, but No Degree"
2019,a2_grade,5,"Some College Credit, but No Degree"
2020,a2_grade,5,"Some College Credit, but No Degree"
2021,a2_grade,5,"Some College Credit, but No Degree"
2022,a2_grade,5,"Some College Credit, but No Degree"
2016,a2_grade,6,"Associate Degree (AA, AS)"
2017,a2_grade,6,"Associate Degree (AA, AS)"
2018,a2_grade,6,"Associate Degree (AA, AS)"
2019,a2_grade,6,"Associate Degree (AA, AS)"
2020,a2_grade,6,"Associate Degree (AA, AS)"
2021,a2_grade,6,"Associate Degree (AA, AS)"
2022,a2_grade,6,"Associate Degree (AA, AS)"
2016,a2_grade,7,"Bachelor’s Degree (BA, BS, AB)"
2017,a2_grade,7,"Bachelor’s Degree (BA, BS, AB)"
2018,a2_grade,7,"Bachelor’s Degree (BA, BS, AB)"
2019,a2_grade,7,"Bachelor's Degree (BA, BS, AB)"
2020,a2_grade,7,"Bachelor's Degree (BA, BS, AB)"
2021,a2_grade,7,"Bachelor's Degree (BA, BS, AB)"
2022,a2_grade,7,"Bachelor's Degree (BA, BS, AB)"
2016,a2_grade,8,"Master’s Degree (MA, MS, MSW, MBA)"
2017,a2_grade,8,"Master’s Degree (MA, MS, MSW, MBA)"
2018,a2_grade,8,"Master’s Degree (MA, MS, MSW, MBA)"
2019,a2_grade,8,"Master's Degree (MA, MS, MSW, MBA)"
2020,a2_grade,8,"Master's Degree (MA, MS, MSW, MBA)"
2021,a2_grade,8,"Master's Degree (MA, MS, MSW, MBA)"
2022,a2_grade,8,"Master's Degree (MA, MS, MSW, MBA)"
2016,a2_grade,9,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, JD)"
2017,a2_grade,9,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, JD)"
2018,a2_grade,9,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, JD)"
2019,a2_grade,9,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, JD)"
2020,a2_grade,9,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, JD)"
2021,a2_grade,9,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, JD)"
2022,a2_grade,9,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, JD)"
2018,a2_if,.d,Suppressed for confidentiality
2018,a2_if,.l,Logical skip
2018,a2_if,.m,No valid response
2018,a2_if,.n,Not in universe
2018,a2_if,0,Not imputed
2018,a2_if,1,Imputed
2016,a2_k11q50_r,.d,Suppressed for confidentiality
2017,a2_k11q50_r,.d,Suppressed for confidentiality
2018,a2_k11q50_r,.d,Suppressed for confidentiality
2019,a2_k11q50_r,.d,Suppressed for confidentiality
2016,a2_k11q50_r,.l,Logical skip
2017,a2_k11q50_r,.l,Logical skip
2018,a2_k11q50_r,.l,Logical skip
2019,a2_k11q50_r,.l,Logical skip
2016,a2_k11q50_r,.m,No valid response
2017,a2_k11q50_r,.m,No valid response
2018,a2_k11q50_r,.m,No valid response
2019,a2_k11q50_r,.m,No valid response
2016,a2_k11q50_r,.n,Not in universe
2017,a2_k11q50_r,.n,Not in universe
2018,a2_k11q50_r,.n,Not in universe
2019,a2_k11q50_r,.n,Not in universe
2016,a2_k11q50_r,1,Yes
2017,a2_k11q50_r,1,Yes
2018,a2_k11q50_r,1,Yes
2019,a2_k11q50_r,1,Yes
2016,a2_k11q50_r,2,No
2017,a2_k11q50_r,2,No
2018,a2_k11q50_r,2,No
2019,a2_k11q50_r,2,No
2017,a2_liveusa,.d,Suppressed for confidentiality
2018,a2_liveusa,.d,Suppressed for confidentiality
2019,a2_liveusa,.d,Suppressed for confidentiality
2020,a2_liveusa,.d,Suppressed for confidentiality
2021,a2_liveusa,.d,Suppressed for confidentiality
2022,a2_liveusa,.d,Suppressed for confidentiality
2017,a2_liveusa,.l,Logical skip
2018,a2_liveusa,.l,Logical skip
2019,a2_liveusa,.l,Logical skip
2020,a2_liveusa,.l,Logical skip
2021,a2_liveusa,.l,Logical skip
2022,a2_liveusa,.l,Logical skip
2017,a2_liveusa,.m,No valid response
2018,a2_liveusa,.m,No valid response
2019,a2_liveusa,.m,No valid response
2020,a2_liveusa,.m,No valid response
2021,a2_liveusa,.m,No valid response
2022,a2_liveusa,.m,No valid response
2017,a2_liveusa,.n,Not in universe
2018,a2_liveusa,.n,Not in universe
2019,a2_liveusa,.n,Not in universe
2020,a2_liveusa,.n,Not in universe
2021,a2_liveusa,.n,Not in universe
2022,a2_liveusa,.n,Not in universe
2017,a2_liveusa,1970,1970 or earlier
2018,a2_liveusa,1970,1970 or earlier
2019,a2_liveusa,1970,1970 or earlier
2020,a2_liveusa,1970,1970 or earlier
2021,a2_liveusa,1970,1970 or earlier
2022,a2_liveusa,1970,1970 or earlier
2016,a2_liveusa,1972,1972 or earlier
2016,a2_liveusa,2015,2015 or 2016
2016,a2_marital,.d,Suppressed for confidentiality
2017,a2_marital,.d,Suppressed for confidentiality
2018,a2_marital,.d,Suppressed for confidentiality
2019,a2_marital,.d,Suppressed for confidentiality
2020,a2_marital,.d,Suppressed for confidentiality
2021,a2_marital,.d,Suppressed for confidentiality
2022,a2_marital,.d,Suppressed for confidentiality
2016,a2_marital,.l,Logical skip
2017,a2_marital,.l,Logical skip
2018,a2_marital,.l,Logical skip
2019,a2_marital,.l,Logical skip
2020,a2_marital,.l,Logical skip
2021,a2_marital,.l,Logical skip
2022,a2_marital,.l,Logical skip
2016,a2_marital,.m,No valid response
2017,a2_marital,.m,No valid response
2018,a2_marital,.m,No valid response
2019,a2_marital,.m,No valid response
2020,a2_marital,.m,No valid response
2021,a2_marital,.m,No valid response
2022,a2_marital,.m,No valid response
2016,a2_marital,.n,Not in universe
2017,a2_marital,.n,Not in universe
2018,a2_marital,.n,Not in universe
2019,a2_marital,.n,Not in universe
2020,a2_marital,.n,Not in universe
2021,a2_marital,.n,Not in universe
2022,a2_marital,.n,Not in universe
2016,a2_marital,1,Married
2017,a2_marital,1,Married
2018,a2_marital,1,Married
2019,a2_marital,1,Married
2020,a2_marital,1,Married
2021,a2_marital,1,Married
2022,a2_marital,1,Married
2016,a2_marital,2,"Not married, but living with a partner"
2017,a2_marital,2,"Not married, but living with a partner"
2018,a2_marital,2,"Not married, but living with a partner"
2019,a2_marital,2,"Not married, but living with a partner"
2020,a2_marital,2,"Not married, but living with a partner"
2021,a2_marital,2,"Not married, but living with a partner"
2022,a2_marital,2,"Not married, but living with a partner"
2016,a2_marital,3,Never Married
2017,a2_marital,3,Never Married
2018,a2_marital,3,Never Married
2019,a2_marital,3,Never Married
2020,a2_marital,3,Never Married
2021,a2_marital,3,Never Married
2022,a2_marital,3,Never Married
2016,a2_marital,4,Divorced
2017,a2_marital,4,Divorced
2018,a2_marital,4,Divorced
2019,a2_marital,4,Divorced
2020,a2_marital,4,Divorced
2021,a2_marital,4,Divorced
2022,a2_marital,4,Divorced
2016,a2_marital,5,Separated
2017,a2_marital,5,Separated
2018,a2_marital,5,Separated
2019,a2_marital,5,Separated
2020,a2_marital,5,Separated
2021,a2_marital,5,Separated
2022,a2_marital,5,Separated
2016,a2_marital,6,Widowed
2017,a2_marital,6,Widowed
2018,a2_marital,6,Widowed
2019,a2_marital,6,Widowed
2020,a2_marital,6,Widowed
2021,a2_marital,6,Widowed
2022,a2_marital,6,Widowed
2016,a2_menthealth,.d,Suppressed for confidentiality
2017,a2_menthealth,.d,Suppressed for confidentiality
2018,a2_menthealth,.d,Suppressed for confidentiality
2019,a2_menthealth,.d,Suppressed for confidentiality
2020,a2_menthealth,.d,Suppressed for confidentiality
2021,a2_menthealth,.d,Suppressed for confidentiality
2022,a2_menthealth,.d,Suppressed for confidentiality
2016,a2_menthealth,.l,Logical skip
2017,a2_menthealth,.l,Logical skip
2018,a2_menthealth,.l,Logical skip
2019,a2_menthealth,.l,Logical skip
2020,a2_menthealth,.l,Logical skip
2021,a2_menthealth,.l,Logical skip
2022,a2_menthealth,.l,Logical skip
2016,a2_menthealth,.m,No valid response
2017,a2_menthealth,.m,No valid response
2018,a2_menthealth,.m,No valid response
2019,a2_menthealth,.m,No valid response
2020,a2_menthealth,.m,No valid response
2021,a2_menthealth,.m,No valid response
2022,a2_menthealth,.m,No valid response
2016,a2_menthealth,.n,Not in universe
2017,a2_menthealth,.n,Not in universe
2018,a2_menthealth,.n,Not in universe
2019,a2_menthealth,.n,Not in universe
2020,a2_menthealth,.n,Not in universe
2021,a2_menthealth,.n,Not in universe
2022,a2_menthealth,.n,Not in universe
2016,a2_menthealth,1,Excellent
2017,a2_menthealth,1,Excellent
2018,a2_menthealth,1,Excellent
2019,a2_menthealth,1,Excellent
2020,a2_menthealth,1,Excellent
2021,a2_menthealth,1,Excellent
2022,a2_menthealth,1,Excellent
2016,a2_menthealth,2,Very Good
2017,a2_menthealth,2,Very Good
2018,a2_menthealth,2,Very Good
2019,a2_menthealth,2,Very Good
2020,a2_menthealth,2,Very Good
2021,a2_menthealth,2,Very Good
2022,a2_menthealth,2,Very Good
2016,a2_menthealth,3,Good
2017,a2_menthealth,3,Good
2018,a2_menthealth,3,Good
2019,a2_menthealth,3,Good
2020,a2_menthealth,3,Good
2021,a2_menthealth,3,Good
2022,a2_menthealth,3,Good
2016,a2_menthealth,4,Fair
2017,a2_menthealth,4,Fair
2018,a2_menthealth,4,Fair
2019,a2_menthealth,4,Fair
2020,a2_menthealth,4,Fair
2021,a2_menthealth,4,Fair
2022,a2_menthealth,4,Fair
2016,a2_menthealth,5,Poor
2017,a2_menthealth,5,Poor
2018,a2_menthealth,5,Poor
2019,a2_menthealth,5,Poor
2020,a2_menthealth,5,Poor
2021,a2_menthealth,5,Poor
2022,a2_menthealth,5,Poor
2016,a2_physhealth,.d,Suppressed for confidentiality
2017,a2_physhealth,.d,Suppressed for confidentiality
2018,a2_physhealth,.d,Suppressed for confidentiality
2019,a2_physhealth,.d,Suppressed for confidentiality
2020,a2_physhealth,.d,Suppressed for confidentiality
2021,a2_physhealth,.d,Suppressed for confidentiality
2022,a2_physhealth,.d,Suppressed for confidentiality
2016,a2_physhealth,.l,Logical skip
2017,a2_physhealth,.l,Logical skip
2018,a2_physhealth,.l,Logical skip
2019,a2_physhealth,.l,Logical skip
2020,a2_physhealth,.l,Logical skip
2021,a2_physhealth,.l,Logical skip
